0,11.191
0.001,11.173
0.002,11.154
0.003,11.136
0.004,11.118
0.005,11.1
0.006,11.082
0.007,11.064
0.008,11.046
0.009,11.027
0.01,11.009
0.011,10.991
0.012,10.973
0.013,10.954
0.014,10.936
0.015,10.918
0.016,10.899
0.017,10.881
0.018,10.862
0.019,10.844
0.02,10.825
0.021,10.807
0.022,10.788
0.023,10.77
0.024,10.751
0.025,10.733
0.026,10.714
0.027,10.695
0.028,10.677
0.029,10.658
0.03,10.639
0.031,10.62
0.032,10.602
0.033,10.583
0.034,10.564
0.035,10.545
0.036,10.526
0.037,10.507
0.038,10.488
0.039,10.469
0.04,10.45
0.041,10.431
0.042,10.412
0.043,10.393
0.044,10.374
0.045,10.355
0.046,10.336
0.047,10.317
0.048,10.297
0.049,10.278
0.05,10.259
0.051,10.24
0.052,10.22
0.053,10.201
0.054,10.181
0.055,10.162
0.056,10.143
0.057,10.123
0.058,10.104
0.059,10.084
0.06,10.065
0.061,10.045
0.062,10.025
0.063,10.006
0.064,9.9861
0.065,9.9664
0.066,9.9466
0.067,9.9268
0.068,9.907
0.069,9.8873
0.07,9.8675
0.071,9.8475
0.072,9.8276
0.073,9.8076
0.074,9.7877
0.075,9.7678
0.076,9.7477
0.077,9.7276
0.078,9.7075
0.079,9.6874
0.08,9.6673
0.081,9.647
0.082,9.6268
0.083,9.6065
0.084,9.5863
0.085,9.566
0.086,9.5456
0.087,9.5252
0.088,9.5048
0.089,9.4844
0.09,9.464
0.091,9.4434
0.092,9.4228
0.093,9.4022
0.094,9.3817
0.095,9.3611
0.096,9.3403
0.097,9.3196
0.098,9.2989
0.099,9.2781
0.1,9.2574
0.101,9.2365
0.102,9.2155
0.103,9.1946
0.104,9.1737
0.105,9.1528
0.106,9.1317
0.107,9.1106
0.108,9.0895
0.109,9.0685
0.11,9.0474
0.111,9.0261
0.112,9.0048
0.113,8.9836
0.114,8.9623
0.115,8.941
0.116,8.9196
0.117,8.8981
0.118,8.8767
0.119,8.8552
0.12,8.8337
0.121,8.8121
0.122,8.7905
0.123,8.7688
0.124,8.7472
0.125,8.7256
0.126,8.7038
0.127,8.6819
0.128,8.6601
0.129,8.6383
0.13,8.6164
0.131,8.5944
0.132,8.5724
0.133,8.5504
0.134,8.5283
0.135,8.5063
0.136,8.4841
0.137,8.4619
0.138,8.4396
0.139,8.4174
0.14,8.3952
0.141,8.3728
0.142,8.3503
0.143,8.3279
0.144,8.3055
0.145,8.283
0.146,8.2604
0.147,8.2378
0.148,8.2151
0.149,8.1925
0.15,8.1699
0.151,8.147
0.152,8.1242
0.153,8.1013
0.154,8.0785
0.155,8.0556
0.156,8.0325
0.157,8.0095
0.158,7.9864
0.159,7.9633
0.16,7.9403
0.161,7.917
0.162,7.8937
0.163,7.8704
0.164,7.8471
0.165,7.8238
0.166,7.8003
0.167,7.7768
0.168,7.7533
0.169,7.7297
0.17,7.7062
0.171,7.6825
0.172,7.6587
0.173,7.635
0.174,7.6112
0.175,7.5875
0.176,7.5635
0.177,7.5395
0.178,7.5155
0.179,7.4915
0.18,7.4675
0.181,7.4433
0.182,7.419
0.183,7.3948
0.184,7.3706
0.185,7.3463
0.186,7.3218
0.187,7.2973
0.188,7.2728
0.189,7.2483
0.19,7.2239
0.191,7.1991
0.192,7.1744
0.193,7.1496
0.194,7.1249
0.195,7.1001
0.196,7.0751
0.197,7.0501
0.198,7.0251
0.199,7.0001
0.2,6.9751
0.201,6.9498
0.202,6.9245
0.203,6.8993
0.204,6.874
0.205,6.8487
0.206,6.8231
0.207,6.7976
0.208,6.772
0.209,6.7465
0.21,6.7209
0.211,6.6951
0.212,6.6693
0.213,6.6434
0.214,6.6176
0.215,6.5918
0.216,6.5657
0.217,6.5396
0.218,6.5134
0.219,6.4873
0.22,6.4612
0.221,6.4348
0.222,6.4084
0.223,6.382
0.224,6.3556
0.225,6.3292
0.226,6.3025
0.227,6.2758
0.228,6.2491
0.229,6.2224
0.23,6.1957
0.231,6.1687
0.232,6.1417
0.233,6.1147
0.234,6.0877
0.235,6.0607
0.236,6.0333
0.237,6.006
0.238,5.9787
0.239,5.9514
0.24,5.9241
0.241,5.8965
0.242,5.8688
0.243,5.8412
0.244,5.8136
0.245,5.786
0.246,5.758
0.247,5.7301
0.248,5.7021
0.249,5.6742
0.25,5.6462
0.251,5.6179
0.252,5.5897
0.253,5.5614
0.254,5.5331
